,year,DirectorID,CompanyID
28156,2000,34334,1
28157,2000,34345,2
28158,2000,34370,4
28160,2000,34395,2
28161,2000,34398,1
28162,2000,34415,4
28163,2000,34416,1
28164,2000,34417,1
28165,2000,34420,4
28166,2000,34425,4
28168,2000,34438,2
28169,2000,34472,2
28170,2000,34478,1
28171,2000,34481,1
28173,2000,34492,2
28174,2000,34493,4
28176,2000,34502,6
28177,2000,34508,4
28178,2000,34512,2
28179,2000,34515,2
28182,2000,34581,6
28183,2000,34596,2
28184,2000,34600,4
28185,2000,34602,1
28186,2000,34612,1
28188,2000,34636,1
28189,2000,34638,2
28190,2000,34644,1
28191,2000,34645,2
28192,2000,34668,1
28194,2000,34678,2
28195,2000,34679,2
28197,2000,34688,6
28198,2000,34716,1
28199,2000,34727,6
28200,2000,34729,2
28201,2000,34730,1
28202,2000,34731,1
28203,2000,34736,1
28205,2000,34770,6
28206,2000,34775,2
28207,2000,34787,8
28208,2000,34801,4
28209,2000,34807,2
28210,2000,34808,2
28211,2000,34827,2
28212,2000,34830,1
28217,2000,34873,4
28219,2000,34875,4
28220,2000,34879,2
28221,2000,34880,1
28222,2000,34881,6
28223,2000,34883,3
28225,2000,34893,6
28226,2000,34896,1
28227,2000,34898,1
28228,2000,34909,1
28230,2000,34912,6
28231,2000,34919,1
28232,2000,34921,1
28233,2000,34925,2
28234,2000,34928,1
28235,2000,34929,3
28237,2000,34996,6
28238,2000,34998,8
28239,2000,34999,1
28240,2000,35010,5
28242,2000,35016,2
28244,2000,35020,2
28246,2000,35032,2
28247,2000,35033,1
28248,2000,35045,2
28249,2000,35047,4
28250,2000,35048,2
28251,2000,35049,2
28252,2000,35050,2
28253,2000,35051,2
28254,2000,35054,6
28255,2000,35055,2
28256,2000,35056,4
28257,2000,35058,2
28258,2000,35061,3
28259,2000,35062,6
28260,2000,35066,6
28261,2000,35068,4
28262,2000,35069,8
28263,2000,35070,1
28266,2000,35073,3
28267,2000,35076,1
28268,2000,35098,2
28269,2000,35101,6
28272,2000,35132,4
28274,2000,35143,4
28275,2000,35146,4
28276,2000,35148,3
28278,2000,35150,6
28279,2000,35152,1
28281,2000,35163,2
28282,2000,35165,2
28283,2000,35169,4
28284,2000,35181,3
28285,2000,35188,1
28286,2000,35222,4
28287,2000,35232,2
28288,2000,35235,4
28289,2000,35237,3
28290,2000,35256,4
28291,2000,35264,3
28292,2000,35265,1
28294,2000,35274,2
28295,2000,35277,3
28296,2000,35298,4
28297,2000,35301,2
28299,2000,35330,2
28302,2000,35341,2
28303,2000,35352,6
28304,2000,35359,6
28305,2000,35364,2
28306,2000,35426,4
28308,2000,35442,2
28310,2000,35448,4
28311,2000,35449,6
28313,2000,35451,1
28314,2000,35452,2
28315,2000,35462,1
28316,2000,35464,1
28317,2000,35476,4
28318,2000,35481,2
28319,2000,35482,1
28320,2000,35483,2
28321,2000,35495,2
28322,2000,35497,2
28323,2000,35500,1
28324,2000,35507,2
28325,2000,35509,1
28326,2000,35510,2
28327,2000,35557,4
28328,2000,35565,1
28329,2000,35566,4
28330,2000,35567,4
28332,2000,35571,2
28333,2000,35573,4
28334,2000,35589,7
28335,2000,35598,2
28336,2000,35603,1
28338,2000,35608,2
28341,2000,35621,2
28343,2000,35624,6
28344,2000,35625,4
28345,2000,35627,8
28346,2000,35634,2
28347,2000,35658,2
28348,2000,35662,2
28349,2000,35665,1
28350,2000,35666,2
28351,2000,35676,1
28352,2000,35678,4
28353,2000,35680,6
28354,2000,35683,2
28356,2000,35685,4
28357,2000,35692,5
28359,2000,35744,4
28360,2000,35755,2
28361,2000,35776,4
28362,2000,35779,4
28363,2000,35783,6
28365,2000,35791,2
28366,2000,35797,4
28368,2000,35800,4
28369,2000,35803,4
28370,2000,35825,4
28371,2000,35831,4
28372,2000,35832,3
28373,2000,35839,4
28374,2000,35846,1
28375,2000,35852,6
28378,2000,35889,4
28379,2000,35911,1
28381,2000,35916,1
28382,2000,35922,1
28384,2000,35928,2
28385,2000,35929,3
28386,2000,35935,1
28388,2000,35940,2
28389,2000,35944,6
28390,2000,35949,2
28391,2000,35950,6
28392,2000,35951,2
28394,2000,35955,6
28395,2000,35958,6
28396,2000,35959,1
28398,2000,35971,1
28399,2000,35992,1
28400,2000,35995,2
28401,2000,36002,6
28403,2000,36006,1
28404,2000,36009,1
28405,2000,36011,6
28406,2000,36014,6
28408,2000,36021,2
28409,2000,36023,5
28410,2000,36024,1
28411,2000,36029,2
28412,2000,36041,2
28413,2000,36044,4
28414,2000,36057,6
28415,2000,36076,1
28417,2000,36098,1
28418,2000,36107,4
28420,2000,36109,2
28421,2000,36110,2
28423,2000,36112,6
28425,2000,36123,4
28426,2000,36134,4
28427,2000,36135,6
28428,2000,36136,6
28429,2000,36138,8
28431,2000,36142,2
28432,2000,36155,1
28433,2000,36157,1
28434,2000,36160,4
28435,2000,36162,4
28436,2000,36163,2
28437,2000,36208,6
28438,2000,36222,2
28439,2000,36230,6
28440,2000,36232,2
28441,2000,36236,6
28442,2000,36239,1
28443,2000,36247,6
28445,2000,36274,8
28447,2000,36279,2
28448,2000,36282,2
28449,2000,36284,2
28450,2000,36285,1
28451,2000,36288,2
28452,2000,36289,4
28453,2000,36291,2
28454,2000,36294,8
28457,2000,36300,3
28458,2000,36301,1
28459,2000,36303,2
28461,2000,36308,2
28462,2000,36314,7
28463,2000,36340,1
28464,2000,36344,4
28465,2000,36351,2
28466,2000,36354,2
28467,2000,36355,6
28468,2000,36357,2
28469,2000,36358,1
28470,2000,36359,6
28471,2000,36360,3
28473,2000,36362,1
28474,2000,36369,1
28475,2000,36400,8
28476,2000,36413,2
28477,2000,36415,1
28478,2000,36421,4
28479,2000,36423,1
28480,2000,36427,6
28481,2000,36429,2
28482,2000,36430,6
28483,2000,36469,1
28484,2000,36476,1
28485,2000,36478,1
28486,2000,36479,2
28488,2000,36490,2
28489,2000,36491,1
28490,2000,36494,4
28492,2000,36496,2
28495,2000,36528,2
28496,2000,36535,4
28497,2000,36538,6
28498,2000,36539,8
28499,2000,36541,2
28500,2000,36542,1
28501,2000,36543,2
28502,2000,36547,1
28503,2000,36549,2
28505,2000,36551,5
28506,2000,36552,4
28507,2000,36555,5
28508,2000,36560,4
28509,2000,36566,2
28510,2000,36572,1
28511,2000,36604,4
28512,2000,36621,1
28513,2000,36632,1
28514,2000,36637,2
28515,2000,36643,2
28516,2000,36649,8
28517,2000,36666,2
28518,2000,36669,4
28519,2000,36670,2
28520,2000,36676,2
28521,2000,36677,2
28522,2000,36680,1
28523,2000,36684,1
28524,2000,36691,4
28525,2000,36698,2
28526,2000,36701,6
28527,2000,36702,6
28529,2000,36707,2
28530,2000,36708,1
28531,2000,36710,6
28532,2000,36713,2
28533,2000,36714,6
28534,2000,36715,2
28535,2000,36718,6
28537,2000,36725,6
28538,2000,36728,2
28539,2000,36737,1
28540,2000,36739,1
28541,2000,36747,6
28542,2000,36776,1
28543,2000,36777,4
28544,2000,36800,8
28545,2000,36805,6
28546,2000,36807,2
28547,2000,36810,3
28548,2000,36816,6
28549,2000,36818,1
28551,2000,36830,1
28553,2000,36842,1
28554,2000,36843,2
28555,2000,36854,2
28557,2000,36888,4
28558,2000,36903,1
28559,2000,36919,2
28560,2000,36928,4
28562,2000,36932,4
28563,2000,36933,1
28564,2000,36936,2
28565,2000,36971,1
28567,2000,37001,5
28568,2000,37031,4
28569,2000,37121,2
28571,2000,37141,8
28572,2000,37166,1
28573,2000,37206,2
28574,2000,37271,6
28575,2000,37276,4
28576,2000,37301,6
28577,2000,37326,4
28578,2000,37341,1
28579,2000,37381,2
28580,2000,37451,1
28581,2000,37501,1
28582,2000,37616,1
28584,2000,37696,2
28585,2000,37711,1
28586,2000,37781,2
28587,2000,37801,6
28588,2000,37816,2
28589,2000,37836,1
28590,2000,37881,2
28591,2000,37921,2
28592,2000,37961,6
28594,2000,38021,3
28595,2000,38056,2
