,year,DirectorID,CompanyID
143775,2020,57187,2
143776,2020,57202,4
143777,2020,57246,4
143778,2020,57277,2
143780,2020,57372,2
143781,2020,57422,6
143782,2020,57427,4
143783,2020,57457,2
143784,2020,57522,2
143786,2020,57667,2
143787,2020,57761,1
143788,2020,57886,1
143789,2020,57976,2
143790,2020,58107,6
143791,2020,58206,4
143793,2020,58326,2
143794,2020,58371,3
143795,2020,58471,6
143796,2020,58481,2
143797,2020,58491,1
143798,2020,58521,2
143799,2020,58526,2
143800,2020,58531,4
143801,2020,58546,1
143802,2020,58646,6
143805,2020,58696,1
143806,2020,58712,7
143807,2020,58732,1
143808,2020,58736,1
143810,2020,58822,6
143811,2020,58901,2
143812,2020,58921,4
143813,2020,58931,2
143814,2020,58962,6
143816,2020,59151,4
143817,2020,59221,2
143818,2020,59261,2
143819,2020,59266,1
143820,2020,59271,2
143821,2020,59291,2
143822,2020,59671,2
143823,2020,59771,1
143824,2020,59906,6
143825,2020,59916,1
143826,2020,59921,2
143827,2020,59936,1
143829,2020,59982,2
143830,2020,60082,2
143831,2020,60326,1
143832,2020,60331,1
143833,2020,60341,2
143834,2020,60351,1
143835,2020,60396,3
143836,2020,60441,2
143837,2020,60466,1
143838,2020,60526,2
143839,2020,60576,1
143840,2020,60577,2
143841,2020,60607,1
143842,2020,60631,1
143843,2020,60642,1
143844,2020,60646,3
143845,2020,60662,1
143846,2020,60682,2
143849,2020,60867,4
143850,2020,60907,2
143851,2020,60932,8
143852,2020,60957,2
143853,2020,61072,2
143854,2020,61096,2
143855,2020,61116,2
143856,2020,61121,1
143857,2020,61127,2
143858,2020,61172,1
143859,2020,61192,1
143860,2020,61212,1
143861,2020,61262,1
143862,2020,61312,4
143863,2020,61427,1
143864,2020,61482,1
143865,2020,61502,1
143867,2020,61697,5
143868,2020,61732,4
143870,2020,61782,1
143871,2020,61787,2
143872,2020,61807,6
143873,2020,61812,1
143874,2020,61942,3
143875,2020,61957,2
143876,2020,62072,2
143878,2020,62487,4
143879,2020,62562,4
143880,2020,62567,2
143881,2020,62682,6
143882,2020,62702,1
143883,2020,62737,1
143884,2020,62752,2
143886,2020,62841,1
143887,2020,62871,1
143888,2020,62937,2
143890,2020,62997,1
143891,2020,63047,1
143892,2020,63227,2
143893,2020,63257,2
143894,2020,63267,1
143895,2020,63322,1
143896,2020,63337,1
143897,2020,63397,4
143898,2020,63417,2
143899,2020,63422,1
143900,2020,63427,6
143901,2020,63432,2
143902,2020,63497,6
143903,2020,63742,2
143904,2020,63887,2
143905,2020,63962,1
143906,2020,64042,1
143907,2020,64087,6
143908,2020,64107,2
143909,2020,64142,1
143910,2020,64242,1
143911,2020,64432,1
143912,2020,64452,1
143913,2020,64462,2
143914,2020,64562,2
143915,2020,64621,3
143916,2020,64702,2
143917,2020,64747,1
143918,2020,64757,2
143919,2020,64887,6
143920,2020,64947,2
143921,2020,65117,2
143923,2020,65207,2
143924,2020,65227,4
143925,2020,65247,2
143926,2020,65267,1
143927,2020,65362,1
143928,2020,65482,6
143929,2020,65502,1
143930,2020,65807,2
143932,2020,65992,2
143933,2020,66062,2
143934,2020,66152,1
143935,2020,66197,2
143936,2020,66312,1
143937,2020,66357,2
143938,2020,66486,2
143939,2020,66492,2
143940,2020,66531,1
143941,2020,66537,2
143943,2020,66767,1
143944,2020,67067,4
143945,2020,67117,1
143946,2020,67122,6
143948,2020,67557,2
143949,2020,67712,2
143950,2020,67767,2
143951,2020,67877,2
143952,2020,67887,4
143953,2020,67972,6
143954,2020,67977,1
143955,2020,67987,3
143956,2020,67997,2
143957,2020,68002,2
143958,2020,68007,2
143959,2020,68012,2
143960,2020,68097,2
143961,2020,68157,2
143963,2020,68902,8
143964,2020,68947,1
143965,2020,69097,2
143966,2020,69102,4
143967,2020,69322,1
143968,2020,69402,2
143970,2020,69436,2
143971,2020,69547,2
143972,2020,69647,2
143973,2020,69667,1
143974,2020,69672,1
143975,2020,69696,2
143976,2020,69712,2
143977,2020,69797,2
143978,2020,69932,2
143979,2020,70267,2
143980,2020,70317,2
143981,2020,70362,1
143982,2020,70422,2
143983,2020,70587,1
143984,2020,70807,1
143985,2020,70822,1
143986,2020,70837,1
143987,2020,70877,1
143988,2020,70982,1
143989,2020,70987,2
143990,2020,71017,1
143991,2020,71027,1
143992,2020,71127,1
143993,2020,71202,1
143994,2020,71237,1
143995,2020,71247,6
143996,2020,78397,2
143997,2020,78482,2
143998,2020,78802,4
143999,2020,81222,2
144000,2020,81227,3
144001,2020,81322,2
144002,2020,81452,2
144003,2020,81632,2
144004,2020,81677,6
144005,2020,81697,1
144006,2020,81732,1
144007,2020,81757,2
144008,2020,81777,4
144009,2020,81852,1
144011,2020,81927,2
144012,2020,82157,8
144013,2020,82172,2
144015,2020,82452,2
144016,2020,82506,2
144017,2020,82647,6
144018,2020,82802,1
144019,2020,82837,1
144020,2020,82896,2
144021,2020,82897,1
144022,2020,83002,6
144023,2020,83082,2
144024,2020,83192,6
144025,2020,83382,2
144026,2020,83387,1
144027,2020,83621,1
144028,2020,83682,1
144029,2020,83762,2
144030,2020,84112,1
144031,2020,84122,1
144032,2020,84192,6
144033,2020,84327,7
144034,2020,84337,1
144035,2020,84391,1
144036,2020,84587,4
144037,2020,84757,1
144038,2020,84817,1
144039,2020,85032,1
144040,2020,85132,6
144042,2020,85357,1
144043,2020,85392,6
144044,2020,85412,2
144045,2020,85577,1
144046,2020,85867,2
144047,2020,85947,6
144048,2020,86057,1
144049,2020,86102,1
144050,2020,86172,2
144051,2020,86247,1
144052,2020,86507,2
144054,2020,86587,2
144055,2020,86646,1
144056,2020,86662,1
144057,2020,86917,3
144058,2020,87037,1
144059,2020,87067,1
144060,2020,87112,4
144062,2020,87232,2
144063,2020,87257,6
144064,2020,87307,2
144065,2020,87422,1
144066,2020,87566,2
144067,2020,87582,2
144068,2020,87637,2
144069,2020,87682,2
144070,2020,87777,1
144072,2020,87962,2
144073,2020,88042,2
144074,2020,88057,2
144075,2020,88242,1
144076,2020,88247,1
144077,2020,88467,4
144078,2020,88627,1
144080,2020,88637,1
144081,2020,88822,4
144082,2020,88867,4
144083,2020,89002,6
144084,2020,89022,2
144085,2020,89032,4
144086,2020,89042,1
144087,2020,89222,2
144088,2020,89247,1
144089,2020,89347,1
144090,2020,89407,2
144091,2020,89577,1
144092,2020,89587,1
144093,2020,89812,2
144094,2020,89882,1
144095,2020,89912,2
144096,2020,89987,1
144097,2020,90362,2
144098,2020,90387,6
144099,2020,90422,2
144100,2020,90437,1
144101,2020,90587,1
144102,2020,90737,1
144103,2020,90811,2
144104,2020,90816,2
144105,2020,90821,4
144106,2020,90826,6
144107,2020,90917,6
144108,2020,91007,4
144109,2020,91106,2
144110,2020,91162,1
144111,2020,91237,2
144112,2020,91377,2
144113,2020,91412,4
144114,2020,91467,4
144115,2020,91472,4
144116,2020,91601,1
144117,2020,91657,4
144118,2020,91682,2
144119,2020,91707,1
144120,2020,91807,1
144121,2020,91812,1
144122,2020,91827,3
144123,2020,91882,1
144124,2020,92012,1
144125,2020,92122,1
144126,2020,92132,2
144127,2020,92292,6
144128,2020,92347,2
144129,2020,92546,6
144130,2020,92606,6
144131,2020,92611,6
144132,2020,92622,1
144133,2020,92632,1
144134,2020,92997,6
144135,2020,93062,6
144136,2020,102767,1
144137,2020,102857,2
144138,2020,102867,2
144139,2020,102957,6
144140,2020,103182,6
144141,2020,103237,2
144142,2020,103257,6
144143,2020,103267,5
144144,2020,103371,2
144145,2020,103392,4
144146,2020,103482,1
144147,2020,103567,2
144148,2020,103867,2
144149,2020,103882,2
144150,2020,104032,1
144151,2020,104307,4
144152,2020,104442,2
144153,2020,104587,1
144154,2020,104622,1
144155,2020,104692,6
144157,2020,104907,6
144158,2020,104962,2
144159,2020,104972,6
144160,2020,104987,4
144161,2020,105056,1
144162,2020,105117,1
144163,2020,105177,2
144164,2020,105272,4
144165,2020,105276,2
144166,2020,105281,4
144167,2020,105342,2
144168,2020,105362,3
144169,2020,105717,1
144170,2020,105752,6
144171,2020,105852,2
144172,2020,105952,1
144173,2020,106007,4
144174,2020,106012,2
144176,2020,106062,2
144177,2020,106087,4
144180,2020,106262,1
144181,2020,106327,1
144182,2020,106387,1
144183,2020,106407,2
144184,2020,106610,1
144185,2020,106616,2
144186,2020,106619,6
144187,2020,106627,8
144188,2020,106629,3
144189,2020,106631,1
144190,2020,106633,6
144191,2020,106642,2
144192,2020,106649,1
144193,2020,106651,6
144194,2020,106669,3
144196,2020,140088,6
144197,2020,140108,8
144198,2020,140166,1
144199,2020,140178,1
144200,2020,140198,2
144201,2020,140204,2
144202,2020,140245,2
144203,2020,140261,1
144204,2020,140284,3
144205,2020,140323,6
144206,2020,140328,2
144207,2020,140381,2
144208,2020,140495,2
144209,2020,140505,2
144210,2020,140520,2
144211,2020,140539,3
144212,2020,140602,2
144213,2020,140609,5
144214,2020,140610,1
144215,2020,140661,3
144216,2020,140686,6
144218,2020,140698,6
144219,2020,140755,8
144220,2020,140768,2
144221,2020,140776,1
144222,2020,140847,2
144223,2020,140852,2
144225,2020,140922,2
144226,2020,140928,3
144227,2020,140940,1
144228,2020,140941,1
144229,2020,140943,1
144230,2020,140952,6
144231,2020,140989,2
144232,2020,140994,2
144233,2020,141045,1
144234,2020,141056,6
144235,2020,141131,2
144236,2020,141155,1
144237,2020,141210,6
144238,2020,141213,2
144240,2020,141235,2
144241,2020,141237,1
144242,2020,141243,2
144246,2020,141346,1
144247,2020,141376,1
144248,2020,141378,2
144249,2020,141388,2
144250,2020,141400,2
144251,2020,141405,1
144252,2020,141435,1
144253,2020,141439,1
144254,2020,141454,2
144255,2020,141521,1
144256,2020,141522,1
144257,2020,141550,2
144258,2020,141561,3
144259,2020,141585,1
144260,2020,141595,2
144261,2020,141615,4
